CustomerID,Gender,Age,SeniorCitizen,Dependents,Region,Tenure_Months,Contract,InternetService,TechSupport,PaymentMethod,NumProducts,MonthlyCharges,TotalCharges,JoinDate,Churn,ChurnReason,CohortMonth
CUST0195,Male,27,0,No,North,52,One Year,DSL,Yes,Mailed Check,2,31.92,1638.36,2022-03-12,0,NA,2022-03
CUST0196,Female,27,0,No,West,33,Two Year,Fiber Optic,No,Credit Card,4,69.22,2258.18,2023-06-30,0,NA,2023-06
CUST0197,Male,43,0,No,West,40,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,69.16,2795.1,2022-05-09,0,NA,2022-05
CUST0198,Female,42,0,No,South,39,Two Year,No Internet,Yes,Electronic Check,1,28.05,1049.59,2022-05-12,0,NA,2022-05
CUST0199,Male,45,0,No,East,1,Month-to-Month,Fiber Optic,No,Credit Card,2,57.62,44.56,2023-11-07,0,NA,2023-11
CUST0200,Male,30,1,No,West,11,Two Year,Fiber Optic,No,Bank Transfer,1,96.8,1065.38,2023-05-02,0,NA,2023-05
CUST0201,Female,32,0,No,North,57,Month-to-Month,DSL,No,Credit Card,1,97.05,5537.88,2023-07-17,0,NA,2023-07
CUST0202,Female,23,0,No,East,50,Month-to-Month,Fiber Optic,No,Bank Transfer,3,28.93,1469.36,2022-06-19,1,Switched to Competitor,2022-06
CUST0203,Male,69,0,No,West,23,Month-to-Month,Fiber Optic,No,Credit Card,2,28.16,633.16,2022-09-29,0,NA,2022-09
CUST0204,Male,29,0,No,East,31,Month-to-Month,Fiber Optic,Yes,Mailed Check,3,43.64,1364.11,2023-06-25,0,NA,2023-06
CUST0205,Male,36,0,No,South,42,Month-to-Month,No Internet,No,Bank Transfer,3,98.73,4155.2,2023-09-14,1,Poor Customer Service,2023-09
CUST0206,Male,49,0,Yes,West,7,Month-to-Month,DSL,No,Credit Card,1,31.6,225.96,2023-03-10,0,NA,2023-03
CUST0207,Female,28,1,No,North,16,Two Year,DSL,No,Bank Transfer,2,84.8,1370.85,2022-08-05,0,NA,2022-08
CUST0208,Male,55,0,Yes,North,60,One Year,DSL,Yes,Electronic Check,1,29.1,1721.94,2023-07-07,0,NA,2023-07
CUST0209,Male,50,0,No,South,2,Month-to-Month,Fiber Optic,No,Electronic Check,4,76.08,110.62,2023-12-08,0,NA,2023-12
CUST0210,Female,19,0,No,South,1,One Year,Fiber Optic,Yes,Electronic Check,2,52.05,13.98,2022-07-25,1,Switched to Competitor,2022-07
CUST0211,Male,32,0,No,South,48,One Year,DSL,No,Electronic Check,2,91.0,4340.46,2024-01-01,0,NA,2024-01
CUST0212,Female,53,0,Yes,South,12,Month-to-Month,Fiber Optic,No,Electronic Check,2,41.03,492.38,2022-11-16,1,Moved Away,2022-11
CUST0213,Female,22,0,No,South,69,Month-to-Month,Fiber Optic,No,Mailed Check,2,77.53,5383.61,2023-02-13,1,Better Price Elsewhere,2023-02
CUST0214,Female,32,0,No,West,37,Month-to-Month,Fiber Optic,No,Bank Transfer,1,41.21,1544.9,2023-11-19,0,NA,2023-11
CUST0215,Male,60,0,No,West,32,Month-to-Month,Fiber Optic,Yes,Mailed Check,2,84.23,2724.26,2023-10-28,0,NA,2023-10
CUST0216,Female,27,1,Yes,East,9,One Year,No Internet,No,Bank Transfer,3,98.63,872.77,2023-01-18,1,Better Price Elsewhere,2023-01
CUST0217,Female,34,0,No,South,19,Month-to-Month,Fiber Optic,No,Electronic Check,3,31.41,587.26,2023-03-25,0,NA,2023-03
CUST0218,Female,51,0,No,North,48,One Year,DSL,Yes,Electronic Check,2,97.99,4692.89,2023-06-14,1,Moved Away,2023-06
CUST0219,Male,69,0,Yes,North,3,One Year,Fiber Optic,No,Electronic Check,2,73.42,189.45,2023-04-08,1,Moved Away,2023-04
CUST0220,Male,41,0,No,South,20,Month-to-Month,No Internet,Yes,Mailed Check,3,31.44,584.92,2022-05-04,0,NA,2022-05
CUST0221,Male,27,1,No,South,24,One Year,Fiber Optic,No,Electronic Check,1,58.48,1412.61,2022-09-11,0,NA,2022-09
CUST0222,Male,69,0,No,South,54,Month-to-Month,Fiber Optic,No,Electronic Check,3,34.48,1910.84,2022-08-19,0,NA,2022-08
CUST0223,Female,47,0,No,South,33,Two Year,DSL,No,Mailed Check,1,83.03,2706.67,2022-03-07,0,NA,2022-03
CUST0224,Female,20,0,No,South,24,Month-to-Month,DSL,Yes,Credit Card,3,88.3,2073.87,2022-12-13,0,NA,2022-12
CUST0225,Female,68,0,No,North,72,Two Year,Fiber Optic,Yes,Electronic Check,2,29.52,2153.39,2022-01-22,1,Financial Constraints,2022-01
CUST0226,Male,54,0,No,East,36,One Year,Fiber Optic,No,Bank Transfer,2,65.55,2335.06,2023-08-26,0,NA,2023-08
CUST0227,Female,20,1,Yes,South,38,Month-to-Month,Fiber Optic,No,Bank Transfer,3,93.32,3579.12,2023-07-22,0,NA,2023-07
CUST0228,Male,57,0,Yes,South,25,One Year,Fiber Optic,Yes,Credit Card,1,104.25,2626.64,2022-08-24,0,NA,2022-08
CUST0229,Male,22,0,No,South,18,Two Year,Fiber Optic,Yes,Credit Card,2,66.22,1236.53,2023-08-26,1,Financial Constraints,2023-08
CUST0230,Male,45,0,No,West,66,One Year,DSL,Yes,Electronic Check,2,105.53,6955.87,2022-08-14,0,NA,2022-08
CUST0231,Female,61,0,No,North,54,Two Year,Fiber Optic,No,Electronic Check,3,68.21,3699.54,2022-01-08,0,NA,2022-01
CUST0232,Female,31,0,No,North,35,Two Year,Fiber Optic,No,Credit Card,1,55.48,1938.29,2022-03-14,0,NA,2022-03
CUST0233,Male,56,0,No,East,61,Month-to-Month,DSL,No,Mailed Check,3,96.34,5889.8,2023-12-26,0,NA,2023-12
CUST0234,Female,28,1,No,West,41,Month-to-Month,No Internet,No,Mailed Check,2,64.37,2634.13,2023-10-09,0,NA,2023-10
CUST0235,Male,25,1,Yes,West,33,One Year,DSL,No,Bank Transfer,1,62.47,2030.37,2022-03-02,0,NA,2022-03
CUST0236,Female,54,0,No,West,68,Month-to-Month,Fiber Optic,No,Bank Transfer,3,64.13,4361.63,2022-08-23,0,NA,2022-08
CUST0237,Male,25,0,No,East,33,Two Year,Fiber Optic,Yes,Credit Card,1,96.21,3177.79,2022-03-11,0,NA,2022-03
CUST0238,Male,29,0,No,East,14,Two Year,No Internet,No,Credit Card,2,94.87,1359.24,2022-02-02,1,Better Price Elsewhere,2022-02
CUST0239,Male,32,1,Yes,East,21,Month-to-Month,Fiber Optic,No,Bank Transfer,1,56.32,1206.27,2022-12-05,1,Lack of Features,2022-12
CUST0240,Female,36,1,No,West,48,Month-to-Month,Fiber Optic,No,Electronic Check,2,50.0,2416.38,2022-03-14,1,Poor Customer Service,2022-03
CUST0241,Female,65,0,Yes,North,20,One Year,DSL,No,Credit Card,2,64.27,1246.74,2023-06-11,0,NA,2023-06
CUST0242,Female,63,0,Yes,West,8,Month-to-Month,DSL,No,Electronic Check,2,71.55,594.46,2022-09-01,1,Switched to Competitor,2022-09
CUST0243,Female,45,0,Yes,East,7,Two Year,DSL,No,Electronic Check,2,41.45,290.18,2022-10-13,0,NA,2022-10
CUST0244,Female,24,0,No,West,67,Month-to-Month,Fiber Optic,No,Credit Card,2,91.46,6167.23,2023-11-17,1,Switched to Competitor,2023-11
CUST0245,Male,57,0,No,South,17,One Year,Fiber Optic,Yes,Electronic Check,1,63.78,1126.25,2023-05-13,1,Better Price Elsewhere,2023-05
CUST0246,Female,24,0,No,West,33,Month-to-Month,No Internet,No,Electronic Check,2,50.06,1607.5,2022-08-08,1,Better Price Elsewhere,2022-08
CUST0247,Male,47,0,No,West,48,One Year,Fiber Optic,No,Electronic Check,4,29.61,1453.34,2023-07-07,0,NA,2023-07
CUST0248,Female,35,0,No,North,59,Month-to-Month,DSL,Yes,Credit Card,3,41.5,2402.27,2022-05-16,0,NA,2022-05
CUST0249,Female,41,1,No,North,22,One Year,DSL,No,Mailed Check,1,105.44,2306.4,2023-08-08,0,NA,2023-08
CUST0250,Female,23,0,No,North,30,Month-to-Month,DSL,No,Bank Transfer,1,47.46,1428.03,2023-08-14,0,NA,2023-08
CUST0251,Male,68,0,Yes,South,38,One Year,Fiber Optic,Yes,Electronic Check,4,35.2,1302.41,2023-04-30,0,NA,2023-04
CUST0252,Female,21,0,No,North,51,Two Year,Fiber Optic,No,Bank Transfer,2,61.46,3159.09,2022-09-06,0,NA,2022-09
CUST0253,Male,20,0,No,South,54,Month-to-Month,DSL,No,Bank Transfer,2,47.64,2523.4,2023-04-30,0,NA,2023-04
CUST0254,Female,66,0,No,East,8,Month-to-Month,No Internet,No,Electronic Check,3,23.16,152.14,2023-02-21,0,NA,2023-02
CUST0255,Male,68,0,No,North,27,Month-to-Month,No Internet,Yes,Mailed Check,2,49.08,1333.24,2022-07-14,0,NA,2022-07
CUST0256,Male,64,0,No,West,27,One Year,Fiber Optic,No,Electronic Check,2,68.97,1883.63,2022-04-07,0,NA,2022-04
CUST0257,Male,23,0,Yes,West,21,One Year,Fiber Optic,Yes,Credit Card,4,69.65,1504.31,2022-04-10,0,NA,2022-04
CUST0258,Male,43,0,No,South,30,One Year,No Internet,No,Bank Transfer,3,52.09,1583.25,2023-11-06,0,NA,2023-11
CUST0259,Female,61,0,No,North,28,Month-to-Month,DSL,No,Credit Card,1,60.26,1704.46,2023-03-18,0,NA,2023-03
CUST0260,Female,68,0,No,West,64,Month-to-Month,No Internet,No,Electronic Check,1,106.9,6831.03,2022-12-29,0,NA,2022-12
CUST0261,Male,55,0,No,East,69,One Year,Fiber Optic,Yes,Bank Transfer,1,53.96,3673.37,2023-03-10,0,NA,2023-03
CUST0262,Female,28,0,No,North,61,Month-to-Month,DSL,Yes,Bank Transfer,3,43.24,2599.66,2023-02-25,0,NA,2023-02
CUST0263,Male,69,0,No,East,48,Two Year,DSL,Yes,Bank Transfer,1,41.91,2015.14,2023-04-24,0,NA,2023-04
CUST0264,Female,46,0,No,West,19,Month-to-Month,DSL,Yes,Credit Card,1,61.2,1180.31,2022-02-25,0,NA,2022-02
CUST0265,Female,37,0,Yes,North,4,One Year,Fiber Optic,No,Mailed Check,4,88.36,345.18,2023-11-21,1,Moved Away,2023-11
CUST0266,Female,27,1,No,South,35,Month-to-Month,Fiber Optic,No,Electronic Check,1,38.54,1371.97,2023-11-01,0,NA,2023-11
CUST0267,Male,43,0,No,West,64,Month-to-Month,DSL,No,Bank Transfer,1,83.84,5367.95,2023-10-24,0,NA,2023-10
CUST0268,Female,65,0,Yes,East,49,One Year,Fiber Optic,No,Bank Transfer,1,21.9,1030.52,2022-04-11,0,NA,2022-04
CUST0269,Male,44,0,No,North,17,One Year,DSL,Yes,Bank Transfer,1,57.7,950.1,2022-03-04,0,NA,2022-03
CUST0270,Female,67,0,No,East,44,Two Year,No Internet,Yes,Electronic Check,2,89.83,3986.52,2023-02-17,0,NA,2023-02
CUST0271,Male,31,0,No,East,30,Month-to-Month,Fiber Optic,Yes,Mailed Check,4,50.49,1537.19,2022-12-14,1,Switched to Competitor,2022-12
CUST0272,Female,53,0,Yes,South,46,Month-to-Month,No Internet,No,Electronic Check,3,70.74,3293.52,2022-04-22,1,Better Price Elsewhere,2022-04
CUST0273,Male,29,0,No,South,6,One Year,Fiber Optic,No,Mailed Check,2,38.45,192.46,2022-09-12,1,Lack of Features,2022-09
CUST0274,Male,69,1,No,West,37,One Year,DSL,Yes,Bank Transfer,2,86.78,3259.88,2022-07-16,1,Better Price Elsewhere,2022-07
CUST0275,Male,40,0,No,South,24,Month-to-Month,No Internet,Yes,Bank Transfer,2,24.71,563.98,2022-07-14,0,NA,2022-07
CUST0276,Female,38,0,No,South,46,Month-to-Month,Fiber Optic,No,Electronic Check,1,96.73,4400.76,2023-07-04,1,Lack of Features,2023-07
CUST0277,Male,25,1,Yes,West,53,Month-to-Month,Fiber Optic,No,Mailed Check,1,37.84,2055.26,2023-04-05,0,NA,2023-04
CUST0278,Female,56,0,No,West,60,Two Year,Fiber Optic,No,Electronic Check,4,98.7,5900.11,2022-05-24,0,NA,2022-05
CUST0279,Male,26,0,Yes,West,63,Month-to-Month,Fiber Optic,No,Electronic Check,1,51.73,3275.79,2023-03-09,0,NA,2023-03
CUST0280,Male,41,0,Yes,West,32,Month-to-Month,DSL,Yes,Bank Transfer,1,85.04,2688.95,2022-07-07,1,Better Price Elsewhere,2022-07
CUST0281,Male,48,0,No,East,33,Month-to-Month,No Internet,No,Credit Card,2,48.73,1616.11,2022-10-13,1,Poor Customer Service,2022-10
CUST0282,Female,42,0,No,East,67,Month-to-Month,Fiber Optic,No,Mailed Check,2,101.53,6842.91,2023-04-19,0,NA,2023-04
CUST0283,Female,34,0,No,West,18,Month-to-Month,Fiber Optic,Yes,Bank Transfer,1,31.4,547.22,2022-09-13,0,NA,2022-09
CUST0284,Female,59,0,Yes,West,25,One Year,Fiber Optic,No,Credit Card,1,36.07,918.78,2022-03-19,1,Moved Away,2022-03
CUST0285,Female,46,0,No,North,54,Month-to-Month,DSL,No,Credit Card,2,64.37,3444.77,2023-03-30,0,NA,2023-03
CUST0286,Female,20,0,No,North,58,Two Year,Fiber Optic,Yes,Electronic Check,3,27.37,1599.94,2023-07-18,0,NA,2023-07
CUST0287,Female,38,0,No,North,67,Month-to-Month,DSL,No,Credit Card,1,37.64,2505.53,2022-04-11,0,NA,2022-04
CUST0288,Female,25,0,No,South,46,One Year,DSL,Yes,Mailed Check,2,104.94,4798.36,2022-02-21,1,Better Price Elsewhere,2022-02
CUST0289,Male,31,1,No,East,24,Two Year,DSL,Yes,Electronic Check,2,107.88,2570.44,2023-10-30,0,NA,2023-10
CUST0290,Male,56,0,No,East,32,One Year,Fiber Optic,No,Electronic Check,3,53.86,1691.4,2023-07-08,0,NA,2023-07
CUST0291,Female,33,0,Yes,North,47,One Year,DSL,Yes,Mailed Check,2,103.1,4885.89,2022-01-16,0,NA,2022-01
CUST0292,Female,35,0,No,North,23,Month-to-Month,Fiber Optic,No,Electronic Check,1,69.03,1577.41,2022-04-06,1,Better Price Elsewhere,2022-04
CUST0293,Female,48,0,No,East,66,Month-to-Month,Fiber Optic,No,Electronic Check,2,44.28,2897.01,2022-08-31,1,Better Price Elsewhere,2022-08
CUST0294,Female,28,0,No,South,27,One Year,No Internet,Yes,Electronic Check,3,83.22,2241.78,2022-06-20,0,NA,2022-06
CUST0295,Female,55,0,No,North,2,Two Year,DSL,No,Credit Card,1,79.3,140.65,2023-02-21,0,NA,2023-02
CUST0296,Male,37,1,No,West,17,One Year,Fiber Optic,No,Credit Card,2,109.02,1877.78,2023-05-13,0,NA,2023-05
CUST0297,Female,63,1,Yes,North,33,One Year,Fiber Optic,No,Electronic Check,1,43.85,1494.17,2023-05-08,1,Moved Away,2023-05
CUST0298,Female,62,1,Yes,East,9,One Year,Fiber Optic,No,Credit Card,1,80.49,718.21,2022-08-07,1,Lack of Features,2022-08
CUST0299,Female,21,1,No,East,43,Month-to-Month,Fiber Optic,Yes,Credit Card,2,24.68,1097.34,2023-02-15,1,Better Price Elsewhere,2023-02
CUST0300,Male,37,0,Yes,North,48,Month-to-Month,Fiber Optic,No,Bank Transfer,1,30.23,1457.63,2022-03-02,0,NA,2022-03
CUST0301,Male,48,0,No,North,39,One Year,Fiber Optic,No,Electronic Check,3,20.35,759.37,2022-06-18,0,NA,2022-06
CUST0302,Male,37,1,No,West,42,Two Year,DSL,No,Bank Transfer,2,109.95,4636.96,2023-01-24,0,NA,2023-01
CUST0303,Male,28,0,No,West,26,Month-to-Month,DSL,Yes,Credit Card,2,92.2,2398.54,2022-01-03,1,Better Price Elsewhere,2022-01
CUST0304,Female,67,1,No,South,50,One Year,DSL,No,Bank Transfer,2,90.81,4555.56,2023-02-04,0,NA,2023-02
CUST0305,Male,18,0,No,South,25,Month-to-Month,DSL,Yes,Electronic Check,2,65.88,1685.97,2022-09-29,0,NA,2022-09
CUST0306,Male,61,0,No,West,24,One Year,Fiber Optic,No,Mailed Check,1,47.01,1122.28,2023-04-11,0,NA,2023-04
CUST0307,Male,35,0,Yes,South,13,Month-to-Month,No Internet,No,Bank Transfer,3,33.61,477.05,2022-10-20,0,NA,2022-10
CUST0308,Male,56,1,No,South,60,Month-to-Month,No Internet,No,Mailed Check,4,45.62,2762.27,2023-03-10,0,NA,2023-03
CUST0309,Male,61,0,No,North,7,One Year,No Internet,No,Electronic Check,1,53.84,375.74,2023-12-15,1,Financial Constraints,2023-12
CUST0310,Female,50,0,No,West,57,Month-to-Month,No Internet,Yes,Electronic Check,1,88.07,5030.31,2023-07-24,0,NA,2023-07
CUST0311,Male,53,0,Yes,North,36,One Year,No Internet,Yes,Credit Card,1,68.57,2451.08,2023-11-09,0,NA,2023-11
CUST0312,Male,35,0,No,North,45,One Year,DSL,Yes,Credit Card,3,26.97,1262.01,2023-05-14,0,NA,2023-05
CUST0313,Male,64,0,No,South,20,Two Year,Fiber Optic,Yes,Electronic Check,3,21.62,449.14,2022-06-08,0,NA,2022-06
CUST0314,Female,48,0,No,North,65,Month-to-Month,DSL,Yes,Credit Card,3,29.21,1853.03,2022-07-14,0,NA,2022-07
CUST0315,Female,52,0,No,East,8,Month-to-Month,DSL,No,Electronic Check,3,56.94,438.18,2022-10-31,0,NA,2022-10
CUST0316,Female,56,0,No,South,16,Month-to-Month,DSL,No,Bank Transfer,2,103.99,1676.17,2022-08-11,1,Financial Constraints,2022-08
CUST0317,Female,55,0,No,East,14,Two Year,DSL,Yes,Bank Transfer,2,77.37,1038.81,2022-03-01,0,NA,2022-03
CUST0318,Female,32,0,Yes,South,15,Two Year,Fiber Optic,No,Credit Card,3,92.16,1334.79,2023-08-17,1,Financial Constraints,2023-08
CUST0319,Female,64,0,No,North,66,One Year,Fiber Optic,No,Credit Card,2,61.97,4085.02,2023-07-10,0,NA,2023-07
CUST0320,Female,23,0,No,South,32,Two Year,No Internet,No,Electronic Check,2,52.55,1664.87,2022-03-04,0,NA,2022-03
CUST0321,Female,25,1,No,East,63,One Year,DSL,No,Credit Card,2,29.76,1868.71,2022-11-18,0,NA,2022-11
CUST0322,Male,57,0,No,South,51,One Year,DSL,Yes,Electronic Check,2,98.83,5016.6,2022-02-28,1,Switched to Competitor,2022-02
CUST0323,Male,39,0,Yes,East,25,Month-to-Month,Fiber Optic,No,Bank Transfer,2,90.48,2228.47,2022-02-21,1,Financial Constraints,2022-02
CUST0324,Female,18,0,Yes,West,58,One Year,Fiber Optic,No,Bank Transfer,2,35.13,2056.45,2023-08-22,0,NA,2023-08
CUST0325,Male,30,0,No,North,63,Month-to-Month,No Internet,Yes,Bank Transfer,3,66.1,4165.76,2023-05-04,0,NA,2023-05
CUST0326,Female,41,0,No,East,62,Two Year,DSL,Yes,Electronic Check,2,63.86,3929.34,2023-05-30,0,NA,2023-05
CUST0327,Male,38,0,No,West,22,One Year,No Internet,Yes,Credit Card,2,76.26,1659.68,2023-06-28,0,NA,2023-06
CUST0328,Male,62,0,No,North,58,One Year,DSL,Yes,Electronic Check,3,105.16,6108.46,2022-06-11,0,NA,2022-06
CUST0329,Female,60,0,No,West,58,Month-to-Month,DSL,No,Electronic Check,2,72.18,4143.66,2022-02-28,0,NA,2022-02
CUST0330,Male,21,0,No,East,49,Month-to-Month,Fiber Optic,No,Bank Transfer,1,68.62,3327.13,2023-06-05,0,NA,2023-06
CUST0331,Female,24,0,No,North,52,Month-to-Month,DSL,Yes,Mailed Check,1,24.53,1232.88,2022-03-24,0,NA,2022-03
CUST0332,Female,29,0,No,West,42,Month-to-Month,Fiber Optic,No,Credit Card,2,25.66,1108.95,2022-07-10,1,Moved Away,2022-07
CUST0333,Male,30,0,No,East,70,Month-to-Month,DSL,No,Mailed Check,2,36.86,2605.44,2022-03-12,0,NA,2022-03
CUST0334,Female,61,0,No,West,15,Two Year,DSL,Yes,Electronic Check,4,22.92,369.13,2023-09-02,0,NA,2023-09
CUST0335,Male,33,1,No,North,54,One Year,No Internet,Yes,Credit Card,2,86.9,4714.23,2022-03-11,0,NA,2022-03
CUST0336,Male,23,0,No,North,60,Month-to-Month,Fiber Optic,Yes,Mailed Check,2,85.1,5122.94,2023-11-23,0,NA,2023-11
CUST0337,Female,31,0,No,North,8,Month-to-Month,No Internet,Yes,Electronic Check,1,32.25,255.7,2022-08-29,0,NA,2022-08
CUST0338,Female,68,0,No,East,53,Month-to-Month,Fiber Optic,Yes,Bank Transfer,1,95.25,5062.48,2023-02-18,0,NA,2023-02
CUST0339,Female,65,1,No,West,60,One Year,DSL,Yes,Mailed Check,3,33.93,1989.64,2022-05-03,0,NA,2022-05
CUST0340,Female,48,0,Yes,West,5,One Year,Fiber Optic,No,Bank Transfer,1,47.11,247.7,2023-08-07,0,NA,2023-08
CUST0341,Female,53,0,No,East,68,Two Year,Fiber Optic,No,Mailed Check,2,42.41,2911.67,2022-09-10,0,NA,2022-09
CUST0342,Male,54,0,No,North,6,Month-to-Month,DSL,Yes,Credit Card,3,53.51,321.1,2023-08-16,1,Better Price Elsewhere,2023-08
CUST0343,Female,58,1,No,South,47,Two Year,Fiber Optic,Yes,Credit Card,2,42.92,2002.99,2023-09-01,0,NA,2023-09
CUST0344,Male,52,0,Yes,North,55,Two Year,DSL,No,Bank Transfer,3,64.01,3498.29,2022-02-10,0,NA,2022-02
CUST0345,Female,27,1,Yes,South,40,Month-to-Month,No Internet,No,Electronic Check,2,56.67,2281.08,2023-09-27,0,NA,2023-09
CUST0346,Male,34,0,Yes,North,52,Two Year,Fiber Optic,No,Credit Card,1,108.79,5676.36,2022-03-25,0,NA,2022-03
CUST0347,Male,68,0,No,East,16,Month-to-Month,DSL,No,Bank Transfer,3,25.03,437.58,2023-03-06,0,NA,2023-03
CUST0348,Male,59,0,Yes,South,13,Two Year,Fiber Optic,Yes,Bank Transfer,3,32.8,410.63,2023-11-05,1,Switched to Competitor,2023-11
CUST0349,Male,47,0,No,East,30,Month-to-Month,DSL,Yes,Mailed Check,1,24.75,769.48,2023-08-21,0,NA,2023-08
CUST0350,Male,61,1,Yes,South,19,Two Year,Fiber Optic,No,Credit Card,1,76.33,1456.41,2023-08-02,0,NA,2023-08
CUST0351,Female,24,0,Yes,West,17,Two Year,Fiber Optic,Yes,Bank Transfer,1,24.91,461.75,2023-06-20,1,Moved Away,2023-06
CUST0352,Male,35,0,Yes,South,63,Two Year,Fiber Optic,No,Electronic Check,1,95.28,6005.42,2022-11-20,1,Better Price Elsewhere,2022-11
CUST0353,Female,36,0,Yes,South,19,One Year,Fiber Optic,No,Mailed Check,4,66.07,1257.09,2022-09-25,0,NA,2022-09
CUST0354,Male,32,0,No,South,58,Month-to-Month,Fiber Optic,No,Credit Card,2,67.43,3918.73,2022-07-29,1,Financial Constraints,2022-07
CUST0355,Female,56,0,No,West,55,Month-to-Month,DSL,Yes,Electronic Check,2,70.54,3904.63,2023-11-17,0,NA,2023-11
CUST0356,Male,61,0,No,East,62,Month-to-Month,No Internet,No,Credit Card,3,35.37,2239.41,2022-11-18,0,NA,2022-11
CUST0357,Male,39,0,Yes,West,23,Month-to-Month,No Internet,No,Bank Transfer,2,37.79,826.53,2022-09-02,0,NA,2022-09
CUST0358,Female,56,0,Yes,South,9,One Year,DSL,Yes,Bank Transfer,2,48.69,393.55,2022-09-29,0,NA,2022-09
CUST0359,Female,59,0,No,North,12,Month-to-Month,Fiber Optic,Yes,Electronic Check,4,73.41,924.68,2023-02-10,0,NA,2023-02
CUST0360,Male,47,0,No,West,1,Two Year,Fiber Optic,No,Electronic Check,3,38.91,41.9,2022-05-15,1,Financial Constraints,2022-05
CUST0361,Male,37,0,Yes,North,58,One Year,Fiber Optic,No,Credit Card,3,30.47,1778.75,2023-11-19,0,NA,2023-11
CUST0362,Female,49,0,No,West,1,Two Year,Fiber Optic,No,Electronic Check,2,107.31,105.55,2023-10-23,0,NA,2023-10
CUST0363,Male,59,0,No,West,34,Month-to-Month,DSL,Yes,Bank Transfer,3,21.98,706.69,2022-11-04,0,NA,2022-11
CUST0364,Male,42,0,Yes,South,48,Two Year,DSL,No,Mailed Check,1,92.24,4454.33,2023-04-14,0,NA,2023-04
CUST0365,Female,40,0,No,East,1,Two Year,Fiber Optic,No,Electronic Check,2,90.92,115.64,2022-11-20,1,Moved Away,2022-11
CUST0366,Male,22,0,Yes,East,16,Month-to-Month,Fiber Optic,No,Electronic Check,4,46.75,729.17,2022-03-16,0,NA,2022-03
CUST0367,Male,67,1,No,South,61,One Year,No Internet,No,Mailed Check,1,32.21,1945.43,2022-01-10,1,Better Price Elsewhere,2022-01
CUST0368,Female,58,0,Yes,West,64,One Year,No Internet,No,Credit Card,3,33.11,2152.82,2023-04-15,0,NA,2023-04
CUST0369,Male,47,1,No,East,63,Month-to-Month,Fiber Optic,No,Mailed Check,2,82.77,5171.75,2023-09-29,1,Poor Customer Service,2023-09
CUST0370,Female,65,0,Yes,East,69,One Year,No Internet,Yes,Mailed Check,1,77.85,5409.76,2023-07-31,1,Switched to Competitor,2023-07
CUST0371,Female,56,1,No,East,22,Month-to-Month,No Internet,No,Mailed Check,3,90.45,1965.57,2022-04-13,0,NA,2022-04
CUST0372,Male,44,0,Yes,South,67,Month-to-Month,Fiber Optic,No,Mailed Check,1,104.37,7002.09,2022-03-17,1,Financial Constraints,2022-03
CUST0373,Male,59,0,No,North,26,Month-to-Month,Fiber Optic,Yes,Mailed Check,2,82.27,2182.62,2023-07-05,0,NA,2023-07
CUST0374,Female,54,0,No,North,16,Month-to-Month,DSL,No,Credit Card,1,34.03,562.29,2022-08-07,0,NA,2022-08
CUST0375,Female,24,0,No,North,51,Month-to-Month,No Internet,No,Mailed Check,4,41.91,2128.85,2023-06-03,0,NA,2023-06
CUST0376,Male,22,1,No,North,57,Month-to-Month,No Internet,Yes,Mailed Check,1,95.8,5479.55,2022-09-29,0,NA,2022-09
CUST0377,Female,32,0,No,North,29,Two Year,Fiber Optic,Yes,Electronic Check,1,38.84,1110.76,2022-05-16,1,Moved Away,2022-05
CUST0378,Male,68,0,No,East,69,One Year,Fiber Optic,No,Credit Card,1,26.53,1808.3,2022-12-24,0,NA,2022-12
CUST0379,Female,59,1,Yes,East,47,Two Year,DSL,Yes,Electronic Check,4,83.3,3964.77,2022-03-12,0,NA,2022-03
CUST0380,Female,25,0,No,West,62,Month-to-Month,DSL,No,Electronic Check,3,56.23,3511.34,2022-09-08,0,NA,2022-09
CUST0381,Female,26,0,Yes,East,69,Month-to-Month,Fiber Optic,Yes,Bank Transfer,3,102.8,7107.67,2023-01-14,1,Financial Constraints,2023-01
CUST0382,Male,28,0,No,South,16,One Year,No Internet,No,Bank Transfer,2,78.52,1241.85,2022-10-19,0,NA,2022-10
CUST0383,Female,39,1,Yes,West,48,Month-to-Month,DSL,Yes,Mailed Check,2,28.14,1305.64,2022-06-11,0,NA,2022-06
CUST0384,Female,51,0,No,East,39,Month-to-Month,No Internet,Yes,Mailed Check,1,105.31,4060.2,2023-03-25,0,NA,2023-03
CUST0385,Female,52,0,No,West,33,One Year,No Internet,No,Bank Transfer,2,43.27,1433.33,2023-07-11,0,NA,2023-07
CUST0386,Female,30,0,No,West,23,Month-to-Month,DSL,No,Electronic Check,1,50.35,1184.25,2023-12-22,0,NA,2023-12
CUST0387,Male,28,0,No,North,10,One Year,Fiber Optic,Yes,Credit Card,4,56.2,565.74,2022-11-06,1,Lack of Features,2022-11
CUST0388,Female,49,0,Yes,West,69,One Year,DSL,Yes,Bank Transfer,3,24.61,1732.17,2023-09-19,1,Moved Away,2023-09
CUST0389,Male,59,1,No,East,34,Month-to-Month,Fiber Optic,No,Mailed Check,2,64.69,2152.8,2023-11-01,1,Financial Constraints,2023-11
